	i	j	t
180237	210	305	3358
180238	120	180	4329
180239	120	201	2867
180240	74	249	336
180241	228	249	1625
180242	307	317	4888
180243	293	310	21
180244	23	164	4006
180245	25	73	3470
180246	125	266	2530
180247	172	181	6201
180248	46	101	5809
180249	202	300	4282
180250	84	94	5865
180251	101	111	2508
180252	98	132	6424
180253	102	243	6057
180254	102	137	634
180255	69	104	2025
180256	104	108	5515
180257	46	50	5938
180258	4	31	964
180259	5	64	6487
180260	65	190	2722
180261	15	220	1709
180262	101	111	3309
180263	225	305	6824
180264	110	115	1111
180265	98	132	6140
180266	14	132	4810
180267	243	275	202
180268	137	243	4569
180269	14	260	6188
180270	25	66	4007
180271	210	305	6320
180272	120	201	1369
180273	120	162	839
180274	74	249	2397
180275	293	310	1497
180276	23	164	1407
180277	25	73	6007
180278	79	228	3147
180279	125	266	652
180280	44	46	2416
180281	46	101	229
180282	32	202	383
180283	202	300	1456
180284	34	88	5415
180285	84	94	594
180286	98	260	4468
180287	88	178	3379
180288	102	232	469
180289	102	104	1661
180290	69	104	3177
180291	49	243	3612
180292	139	144	740
180293	25	66	6147
180294	4	31	6222
180295	295	323	116
180296	110	115	235
180297	101	111	3735
180298	20	55	2800
180299	165	254	6077
180300	88	116	1975
180301	40	274	6142
180302	137	243	6644
180303	13	94	41
180304	14	260	2739
180305	15	220	6387
180306	225	305	6594
180307	210	305	6011
180308	120	201	1051
180309	120	162	5969
180310	74	249	5378
180311	307	317	4164
180312	293	310	5955
180313	23	164	5326
180314	25	73	1637
180315	79	228	871
180316	45	74	1006
180317	125	266	4604
180318	32	202	4829
180319	202	300	7240
180320	34	88	516
180321	84	94	4804
180322	98	132	1261
180323	44	46	367
180324	46	101	1203
180325	22	102	1931
180326	69	104	140
180327	139	144	5054
180328	4	31	2424
180329	114	268	689
180330	137	243	7052
180331	101	111	406
180332	225	305	6348
180333	110	115	406
180334	3	35	2389
180335	204	246	51
180336	98	132	656
180337	40	274	3155
180338	58	164	2962
180339	23	58	4417
180340	169	283	6223
180341	13	94	5551
180342	37	147	5411
180343	44	66	2627
180344	25	66	4551
180345	210	305	2881
180346	120	180	1302
180347	120	201	207
180348	307	317	1426
180349	293	310	6811
180350	23	164	1262
180351	25	73	4520
180352	74	249	4006
180353	125	266	1118
180354	45	79	4517
180355	32	202	2048
180356	202	300	4897
180357	84	94	6421
180358	116	178	6507
180359	46	101	593
180360	213	257	6486
180361	69	104	431
180362	3	35	4236
180363	84	94	6139
180364	13	94	2399
180365	4	31	5474
180366	106	171	669
180367	106	245	4903
180368	295	323	730
180369	297	315	4890
180370	243	250	1380
180371	137	243	592
180372	101	111	754
180373	210	225	2521
180374	225	305	1662
180375	110	115	6440
180376	116	178	4219
180377	40	274	4338
180378	14	260	688
180379	46	101	6501
180380	241	276	5538
180381	31	62	6159
180382	16	228	1319
180383	64	232	2529
180384	25	66	137
180385	210	305	3341
180386	120	180	5949
180387	120	201	2463
180388	120	162	2493
180389	228	249	1962
180390	307	317	6328
180391	293	310	2855
180392	23	164	44
180393	25	73	5572
180394	297	299	1298
180395	125	266	1050
180396	202	300	4268
180397	263	267	6024
180398	295	323	2156
180399	69	104	722
180400	49	243	490
180401	3	35	2749
180402	96	215	3854
180403	4	31	5916
180404	106	171	5899
180405	106	245	4403
180406	15	220	1714
180407	101	111	1354
180408	116	178	6053
180409	40	274	3589
180410	23	58	757
180411	76	221	1371
180412	25	221	2514
180413	13	94	5445
180414	14	260	3123
180415	16	228	2489
180416	84	214	4012
180417	25	66	6864
180418	210	305	3632
180419	20	55	2894
180420	120	201	4591
180421	307	317	424
180422	23	164	6158
180423	25	73	200
180424	159	200	3472
180425	137	250	6879
180426	125	266	4548
180427	293	310	4263
180428	202	300	5913
180429	180	201	423
180430	84	94	3356
180431	137	243	1815
180432	46	101	5404
180433	69	104	3565
180434	49	243	5341
180435	27	50	4888
180436	4	31	912
180437	4	62	765
180438	84	214	2196
180439	16	228	2921
180440	142	278	6147
180441	321	325	1673
180442	236	243	2879
180443	137	243	5205
180444	101	111	1383
180445	20	55	1271
180446	3	35	418
180447	116	178	1055
180448	177	247	2231
180449	40	274	1282
180450	58	164	6365
180451	23	58	6750
180452	13	94	2773
180453	31	277	5773
180454	25	66	2195
180455	44	66	2387
180456	210	305	5251
180457	34	249	5452
180458	307	317	730
180459	293	310	2716
180460	23	164	2894
180461	125	266	10
180462	202	300	2016
180463	84	94	2342
180464	214	257	6209
180465	139	144	1530
180466	4	62	1653
180467	106	171	4626
180468	76	218	6450
180469	5	126	976
180470	297	302	2321
180471	15	220	540
180472	101	111	2788
180473	20	55	5734
180474	27	50	4518
180475	161	246	931
180476	40	274	393
180477	58	164	6218
180478	23	58	3721
180479	13	94	5168
180480	14	260	1086
180481	25	66	6141
180482	44	66	555
180483	210	305	315
180484	73	216	386
180485	178	249	1179
180486	307	317	4770
180487	293	310	1826
180488	25	73	1015
180489	159	200	5649
180490	30	228	2052
180491	120	201	2077
180492	122	178	4842
180493	30	34	6615
180494	165	254	2915
180495	3	35	3217
180496	84	94	577
180497	22	137	5770
180498	116	178	3322
180499	137	243	1987
180500	5	102	4549
180501	104	108	3080
180502	3	35	6111
180503	293	300	4625
180504	4	62	3506
180505	241	276	1519
180506	5	126	1303
180507	210	225	424
180508	55	257	2952
180509	11	271	4760
180510	165	254	4738
180511	116	178	3150
180512	40	274	6792
180513	58	164	1323
180514	23	58	6311
180515	14	260	1886
180516	161	246	146
180517	204	246	6690
180518	25	66	499
180519	210	305	6134
180520	20	257	4526
180521	120	201	913
180522	228	249	3244
180523	293	310	3302
180524	23	164	3590
180525	25	73	1527
180526	45	159	3023
180527	106	171	5446
180528	122	178	2349
180529	126	236	8
180530	45	80	6956
180531	202	214	777
180532	180	201	5576
180533	84	202	5550
180534	202	261	1160
180535	202	257	887
180536	257	261	732
180537	137	243	5037
180538	102	243	4851
180539	104	108	3970
180540	139	144	4540
180541	165	254	4678
180542	14	105	1649
180543	21	241	4888
180544	5	126	6210
180545	15	220	4537
180546	65	190	902
180547	101	111	2001
180548	100	137	2189
180549	15	55	6160
180550	3	35	462
180551	144	171	6546
180552	40	274	4586
180553	12	95	5622
180554	321	325	2015
180555	79	159	295
180556	15	257	6843
180557	208	216	793
180558	214	257	1002
180559	202	214	2173
180560	25	66	1170
180561	210	305	4381
180562	20	257	4740
180563	307	317	1122
180564	293	317	6285
180565	293	297	6504
180566	293	300	2377
180567	293	310	4400
180568	91	158	1658
180569	80	159	2620
180570	228	249	4362
180571	201	228	7105
180572	25	73	4508
180573	76	218	1964
180574	30	120	1402
180575	297	310	1645
180576	31	289	3477
180577	126	236	2979
180578	201	249	3444
180579	47	288	1860
180580	116	178	1520
180581	44	46	789
180582	46	101	3960
180583	102	137	4463
180584	100	102	681
180585	104	108	3641
180586	139	144	5924
180587	25	66	2004
180588	208	216	1316
180589	21	241	1263
180590	5	22	5333
180591	15	220	6155
180592	65	190	5166
180593	100	137	205
180594	55	257	1272
180595	11	271	434
180596	96	272	6428
180597	14	105	4514
180598	144	171	3575
180599	98	132	1402
180600	43	132	6129
180601	57	95	6674
180602	46	101	5513
180603	44	46	2982
180604	12	95	3855
180605	33	201	5903
180606	37	147	546
180607	44	147	6500
180608	21	60	6841
180609	295	323	1791
180610	116	178	701
180611	116	120	2904
180612	225	305	4722
180613	292	308	6046
180614	20	257	6602
180615	120	228	5253
180616	27	50	3293
180617	210	305	7121
180618	307	317	1428
180619	293	310	2681
180620	25	73	6319
180621	80	159	2212
180622	123	206	2832
180623	101	111	2945
180624	168	283	4849
180625	165	254	5804
180626	79	80	1445
180627	30	162	4674
180628	15	202	3174
180629	3	35	2555
180630	202	257	1941
180631	257	261	5280
180632	91	158	5622
180633	129	135	5606
180634	104	108	4918
180635	46	50	5233
180636	27	50	218
180637	44	50	2864
180638	129	132	2108
180639	98	132	1259
180640	43	132	6388
180641	21	241	6353
180642	208	218	5958
180643	202	220	653
180644	65	190	5338
180645	3	35	2727
180646	210	225	2667
180647	225	305	3132
180648	116	178	452
180649	33	201	2865
180650	14	260	4926
180651	37	147	333
180652	100	137	2712
180653	148	176	5162
180654	25	66	4117
180655	210	305	4585
180656	228	249	2568
180657	307	317	2141
180658	23	164	6747
180659	159	200	1453
180660	72	98	982
180661	25	73	4407
180662	151	172	2813
180663	297	299	5353
180664	297	310	1579
180665	165	254	6666
180666	80	200	3251
180667	202	257	2471
180668	47	288	5649
180669	257	261	1639
180670	101	111	3450
180671	44	46	634
180672	46	101	2793
180673	102	108	6171
180674	139	160	6249
180675	25	66	2475
180676	14	105	2043
180677	241	276	5349
180678	241	267	158
180679	208	218	3907
180680	39	109	2971
180681	15	220	4220
180682	65	190	717
180683	46	50	3402
180684	50	101	6163
180685	27	50	1660
180686	44	50	362
180687	129	135	2928
180688	116	178	716
180689	127	264	4744
180690	230	274	2056
180691	40	274	3879
180692	46	101	1878
180693	37	46	6254
180694	44	46	3142
180695	12	95	1634
180696	321	325	1917
180697	14	72	2907
180698	14	260	5203
180699	37	147	4524
180700	21	60	6143
180701	208	276	1804
180702	31	62	1346
180703	225	305	5558
180704	210	305	1308
180705	98	132	4430
180706	37	132	1677
180707	148	176	6015
180708	23	164	3454
180709	295	308	4803
180710	295	323	4447
180711	168	283	2451
180712	151	172	2463
180713	133	284	6447
180714	230	288	3351
180715	3	35	2238
180716	142	279	4674
180717	142	278	5611
180718	263	267	6669
180719	37	98	3102
180720	91	101	1973
180721	46	50	3593
180722	27	50	3923
180723	73	216	486
180724	221	240	4889
180725	208	218	34
180726	60	109	6611
180727	109	263	6075
180728	39	109	1797
180729	15	220	5295
180730	65	190	2339
180731	57	198	339
180732	23	58	3056
180733	29	221	4534
180734	65	221	3292
180735	321	325	2188
180736	84	198	180
180737	21	60	3386
180738	28	159	817
180739	31	62	1278
180740	292	297	385
180741	292	310	6746
180742	80	159	800
180743	297	310	2407
180744	133	284	1005
180745	295	323	6835
180746	310	323	5776
180747	165	254	1984
180748	40	230	6325
180749	111	129	514
180750	129	135	5283
180751	295	310	1081
180752	37	147	3915
180753	101	147	3269
180754	37	46	4594
180755	37	132	6379
180756	91	111	695
180757	48	177	3032
180758	98	132	409
180759	91	101	1346
180760	263	267	2035
180761	139	160	1030
180762	208	216	3599
180763	216	218	310
180764	73	216	6195
180765	60	241	2300
180766	241	276	3008
180767	241	267	4366
180768	315	321	3562
180769	39	109	1530
180770	43	109	6104
180771	11	271	6538
180772	110	115	317
180773	65	190	2714
180774	50	147	3528
180775	116	178	6092
180776	274	283	586
180777	23	58	858
180778	22	137	6055
180779	14	105	1769
180780	14	98	147
180781	14	260	5429
180782	37	147	5340
180783	43	60	2601
180784	31	62	13
180785	16	162	197
180786	29	65	3219
180787	65	248	1278
180788	25	66	2787
180789	292	297	4688
180790	133	152	1630
180791	98	132	2874
180792	57	198	6884
180793	293	307	6146
180794	295	308	189
180795	308	323	5271
180796	25	208	6654
180797	25	46	4010
180798	25	73	1248
180799	79	159	679
180800	80	159	4881
180801	28	159	3899
180802	165	283	5770
180803	133	284	3826
180804	47	165	2524
180805	45	178	491
180806	40	230	6059
180807	47	174	890
180808	3	35	6806
180809	73	208	1736
180810	307	317	6454
180811	151	172	5244
180812	111	135	2231
180813	101	111	2826
180814	46	208	2686
180815	31	62	5293
180816	50	147	4027
180817	50	101	2023
180818	44	50	40
180819	141	268	29
180820	43	105	1346
180821	295	323	6183
180822	308	323	4509
180823	310	323	4886
180824	297	302	4524
180825	292	302	562
180826	39	109	2384
180827	101	109	2390
180828	15	220	5901
180829	111	147	4705
180830	3	35	5883
180831	210	225	2814
180832	55	257	2014
180833	11	271	4885
180834	3	204	6741
180835	116	178	1350
180836	57	198	6152
180837	23	58	5206
180838	21	221	1328
180839	14	72	151
180840	14	260	4009
180841	208	216	2904
180842	216	276	2909
180843	101	147	1203
180844	60	263	2035
180845	21	60	1091
180846	65	148	1491
180847	65	279	2219
180848	25	66	6396
180849	66	135	624
180850	66	101	524
180851	292	307	5054
180852	292	297	5192
180853	133	152	1014
180854	4	178	365
180855	22	137	452
180856	307	310	2032
180857	293	295	5081
180858	295	308	4764
180859	159	171	4179
180860	79	159	2260
180861	28	159	4243
180862	27	91	6140
180863	133	284	1818
180864	295	310	1542
180865	314	315	4499
180866	40	230	6686
180867	129	135	3888
180868	37	135	76
180869	45	178	6851
180870	91	158	1260
180871	3	35	6508
180872	3	204	4256
180873	4	34	5296
180874	4	178	5071
180875	4	116	580
180876	4	120	1280
180877	188	197	26
180878	190	222	601
180879	11	271	387
180880	14	105	3024
180881	14	260	455
180882	15	220	4269
180883	210	225	6453
180884	22	236	515
180885	22	100	4146
180886	23	164	2846
180887	27	91	5697
180888	27	132	806
180889	31	171	1596
180890	33	93	4913
180891	35	204	4276
180892	37	66	2290
180893	37	50	2042
180894	204	285	395
180895	39	109	4541
180896	64	205	135
180897	182	209	1517
180898	43	105	361
180899	44	60	977
180900	44	132	3924
180901	45	178	6299
180902	45	116	1012
180903	47	168	6606
180904	73	216	4327
180905	57	198	3455
180906	64	232	3126
180907	65	148	6340
180908	292	314	3235
180909	295	314	1989
180910	228	249	2974
180911	72	129	7225
180912	297	310	6262
180913	297	302	1266
180914	79	93	3491
180915	80	93	3794
180916	87	153	913
180917	91	158	2717
180918	98	105	6311
180919	100	236	2718
180920	302	307	1127
180921	302	310	6134
180922	112	275	4544
180923	116	178	2236
180924	307	310	1281
180925	133	284	6153
180926	133	152	2505
180927	142	278	3676
180928	3	35	1639
180929	3	204	5601
180930	188	197	785
180931	189	222	6907
180932	11	271	105
180933	14	105	1228
180934	14	98	7371
180935	14	260	5004
180936	15	220	647
180937	210	225	2004
180938	225	305	2620
180939	23	58	2018
180940	25	66	1395
180941	27	91	1029
180942	27	158	6110
180943	29	221	5952
180944	202	220	4181
180945	204	285	2762
180946	39	109	5228
180947	302	312	1251
180948	112	243	3575
180949	91	208	1351
180950	208	216	4358
180951	44	208	1602
180952	42	168	2678
180953	43	105	1039
180954	43	98	4527
180955	44	135	2736
180956	45	178	5389
180957	45	116	4669
180958	47	168	3397
180959	216	240	2555
180960	135	216	4508
180961	73	216	4882
180962	218	276	899
180963	57	198	5153
180964	295	308	5573
180965	228	249	2918
180966	84	94	6182
180967	210	305	4202
180968	91	241	3758
180969	91	158	4461
180970	98	105	1763
180971	100	236	1075
180972	302	310	2410
180973	116	178	3011
180974	307	310	6137
180975	125	266	5940
180976	165	254	2818
180977	133	152	2120
180978	176	278	2
180979	102	108	182
180980	102	137	3378
180981	49	137	4558
180982	3	35	2031
180983	73	216	3025
180984	47	168	3176
180985	111	315	4012
180986	142	278	4406
180987	65	142	3819
180988	190	263	5788
180989	112	243	1277
180990	113	152	2322
180991	11	271	2371
180992	307	309	6704
180993	299	307	1899
180994	34	116	905
180995	116	178	553
180996	58	164	534
180997	23	58	2462
180998	32	64	2032
180999	201	250	6637
181000	27	91	3968
181001	27	135	2710
181002	27	158	4454
181003	14	43	1753
181004	15	220	2571
181005	258	275	6299
181006	4	19	444
181007	65	278	5610
181008	25	66	1154
181009	210	305	5809
181010	43	105	6102
181011	228	249	2652
181012	155	182	3590
181013	23	164	2550
181014	295	308	5077
181015	91	158	55
181016	183	196	151
181017	163	261	72
181018	65	248	3227
181019	4	120	7055
181020	95	198	409
181021	133	284	2913
181022	299	310	4371
181023	126	128	3112
181024	129	135	412
181025	182	248	6280
181026	102	201	3577
181027	100	102	6709
181028	104	137	2250
181029	22	49	2617
181030	44	50	6112
181031	14	105	1835
181032	108	112	3842
181033	142	278	475
181034	113	152	3012
181035	22	100	2808
181036	100	201	4854
181037	183	196	4528
181038	3	35	6651
181039	34	116	204
181040	116	178	1290
181041	57	198	5634
181042	23	58	1617
181043	29	221	1906
181044	27	91	4533
181045	27	158	6139
181046	65	278	6136
181047	31	62	4893
181048	64	232	3183
181049	209	278	2006
181050	25	66	5503
181051	210	305	5769
181052	225	305	380
181053	133	152	3341
181054	22	236	1510
181055	295	307	338
181056	294	307	2203
181057	293	297	4730
181058	228	249	3253
181059	201	250	4940
181060	163	261	5434
181061	74	249	6848
181062	75	95	1262
181063	95	198	2058
181064	133	284	6795
181065	204	285	864
181066	104	137	3336
181067	22	49	236
181068	44	50	4882
181069	96	215	1519
181070	46	105	223
181071	14	105	3014
181072	141	268	6542
181073	65	142	5270
181074	110	181	4863
181075	100	112	4875
181076	225	305	826
181077	87	271	2396
181078	3	35	3406
181079	34	116	1
181080	116	249	4754
181081	72	132	1453
181082	57	198	3718
181083	58	164	212
181084	23	58	2557
181085	222	288	6650
181086	14	46	5140
181087	96	246	6097
181088	65	278	4563
181089	210	305	6805
181090	25	66	5548
181091	4	289	2768
181092	4	120	2554
181093	292	299	596
181094	293	321	6895
181095	23	164	3441
181096	91	158	4531
181097	27	158	6608
181098	27	91	5609
181099	75	95	1259
181100	120	178	1260
181101	133	284	3135
181102	176	310	7282
181103	22	236	2618
181104	47	168	5580
181105	129	176	6823
181106	182	279	3608
181107	69	104	5905
181108	104	137	5555
181109	22	49	1687
181110	161	215	5034
181111	96	215	6559
181112	4	120	6789
181113	188	197	3503
181114	189	288	786
181115	110	181	2068
181116	111	221	6229
181117	225	305	5767
181118	87	271	682
181119	153	161	6149
181120	45	116	6847
181121	34	116	6466
181122	57	95	81
181123	57	198	6526
181124	58	164	977
181125	23	58	3641
181126	148	222	839
181127	222	288	1266
181128	13	95	1289
181129	14	105	2379
181130	146	153	6451
181131	37	147	4018
181132	60	263	678
181133	204	246	2416
181134	25	66	462
181135	210	305	1469
181136	92	153	2412
181137	22	250	1759
181138	22	236	4231
181139	23	164	4741
181140	295	310	2360
181141	216	309	4786
181142	135	176	1639
181143	27	91	1555
181144	133	284	5922
181145	96	285	6714
181146	47	168	6100
181147	96	204	3260
181148	48	177	311
181149	64	104	2421
181150	69	104	2685
181151	104	137	4259
181152	22	49	922
181153	3	153	5280
181154	96	215	4935
181155	14	105	1187
181156	39	109	584
181157	110	181	670
181158	112	250	2919
181159	92	271	4759
181160	87	271	5530
181161	246	285	5964
181162	57	95	3351
181163	57	198	606
181164	23	58	1064
181165	321	325	2050
181166	146	153	2916
181167	146	266	6349
181168	37	147	2155
181169	16	99	2402
181170	16	116	2057
181171	34	116	2567
181172	116	162	2902
181173	22	236	2975
181174	294	307	5288
181175	293	317	6618
181176	23	164	213
181177	159	160	4493
181178	11	87	211
181179	125	266	1831
